300; 20; 3
4;6;0;9;17
32;30;0;9;11
40;37;0;9;16
49;50;0;9;22
58;57;0;9;5
77;74;0;9;23
109;106;0;9;1
131;128;0;9;6
147;144;0;9;36
169;166;0;9;12
173;174;0;9;20
219;218;0;9;16
246;244;0;9;4
258;255;0;9;4
266;265;0;9;8
280;281;0;9;40
295;296;0;9;1
19;17;0;10;17
60;57;0;10;29
78;76;0;10;13
84;83;0;10;26
163;160;0;10;10
173;174;0;10;17
181;180;0;10;45
182;179;0;10;14
229;227;0;10;2
251;248;0;10;47
264;262;0;10;1
269;270;0;10;13
16;14;0;11;23
48;47;0;11;25
77;74;0;11;2
108;105;0;11;10
127;128;0;11;38
130;133;0;11;10
163;160;0;11;12
170;167;0;11;29
183;180;0;11;51
200;199;0;11;3
204;201;0;11;44
216;213;0;11;17
226;223;0;11;31
231;234;0;11;4
269;268;0;11;1
288;285;0;11;28
294;296;0;11;22
22;21;0;12;43
35;37;0;12;25
78;75;0;12;6
109;106;0;12;26
115;113;0;12;27
125;122;0;12;10
126;123;0;12;19
148;146;0;12;17
154;153;0;12;3
200;199;0;12;10
298;296;0;12;3
15;12;0;13;1
26;23;0;13;1
31;30;0;13;12
40;37;0;13;45
56;57;0;13;42
90;87;0;13;3
118;116;0;13;8
148;145;0;13;6
171;168;0;13;14
178;176;0;13;33
186;185;0;13;19
261;263;0;13;10
271;268;0;13;1
51;50;0;14;37
96;93;0;14;8
126;123;0;14;11
163;160;0;14;2
164;165;0;14;4
186;185;0;14;9
250;247;0;14;1
260;257;0;14;16
261;263;0;14;21
269;268;0;14;15
283;281;0;14;7
293;290;0;14;19
0;7;0;15;49
13;11;0;15;4
34;37;0;15;15
56;54;0;15;5
118;116;0;15;5
124;122;0;15;10
187;185;0;15;42
216;214;0;15;4
228;225;0;15;6
283;281;0;15;18
8;5;0;16;42
22;20;0;16;12
33;30;0;16;12
56;54;0;16;43
63;62;0;16;25
88;86;0;16;5
90;87;0;16;36
181;179;0;16;1
215;213;0;16;11
226;225;0;16;25
261;262;0;16;12
280;281;0;16;2
1;6;0;17;28
3;5;0;17;35
32;30;0;17;6
35;37;0;17;44
48;47;0;17;26
125;122;0;17;3
216;214;0;17;20
243;240;0;17;44
288;285;0;17;39
8;5;0;18;3
53;50;0;18;4
102;99;0;18;39
148;145;0;18;34
159;156;0;18;8
186;184;0;18;7
232;234;0;18;5
34;37;0;19;29
78;75;0;19;8
79;76;0;19;36
120;117;0;19;21
152;149;0;19;9
155;153;0;19;37
162;160;0;19;16
189;192;0;19;15
212;209;0;19;10
232;234;0;19;26
266;263;0;19;50
267;265;0;19;1
287;285;0;19;10
147;144;1;0;9
154;153;1;1;3
170;167;1;1;13
181;180;1;1;19
124;122;1;2;12
64;61;1;3;8
79;76;1;3;13
267;265;1;3;15
231;234;1;4;10
2;5;1;5;3
3;5;1;5;2
138;135;1;5;5
230;227;1;6;41
261;262;1;7;9
283;281;1;7;3
22;21;1;8;2
298;296;1;8;15
119;116;1;9;39
159;156;1;10;5
237;234;1;10;11
256;253;1;10;6
200;199;1;12;5
228;225;1;13;21
230;227;1;13;5
250;247;1;13;3
51;50;1;15;6
260;257;1;15;4
187;185;1;16;7
33;30;1;17;17
120;117;1;17;23
152;149;1;17;19
287;285;1;17;8
49;47;1;19;17
186;184;2;0;20
231;234;2;0;10
108;105;2;1;4
109;106;2;1;18
169;166;2;1;1
81;82;2;2;5
91;89;2;2;19
277;274;2;4;11
92;89;2;5;12
243;240;2;5;13
250;247;2;5;17
279;276;2;5;4
33;30;2;6;11
67;65;2;6;11
126;123;2;7;9
261;262;2;7;1
31;28;2;8;4
90;87;2;8;15
219;217;2;8;2
279;276;2;8;25
289;286;2;8;28
183;180;2;9;1
266;263;2;9;3
0;6;2;10;9
162;160;2;10;7
60;57;2;13;1
85;82;2;13;17
102;99;2;14;8
215;213;2;14;4
81;82;2;15;2
269;268;2;15;2
88;86;2;16;15
298;296;2;16;7
1;6;2;18;2
216;213;2;18;10
232;234;2;18;5
175;174;2;19;6
